EventType,TrafficMultiplier,ABTestGroup,SaleAmountEUR,BranchID
Normal,1,Control,-1322.464026,BR-003
Christmas,2,Variation2,846.6013687,BR-003
Normal,1,Control,744.8269114,BR-003
Normal,1,Variation2,1020.839272,BR-003
BlackFriday,3.4,Control,1691.305965,BR-003
Christmas,2.3,Variation2,-1965.262693,BR-003
Valentine,2.8,Control,2514.88087,BR-003
BlackFriday,4,Variation2,1094.285921,BR-003
Normal,1,Control,1104.183069,BR-003
BlackFriday,3.6,Variation1,1588.325563,BR-003
Normal,1,Control,1997.749311,BR-003
Normal,1,Control,338.2046996,BR-003
Christmas,4.9,Variation1,1491.964888,BR-003
BlackFriday,4.9,Control,1634.785473,BR-003
Valentine,4.7,Control,2082.124496,BR-003
Christmas,3,Control,650.4576832,BR-003
Christmas,3.9,Variation2,1648.719554,BR-003
Valentine,2.3,Control,108.9740051,BR-003
Valentine,2.9,Control,2536.545655,BR-003
BlackFriday,1.7,Variation1,2841.367708,BR-003
BlackFriday,2.4,Control,657.7452188,BR-003
Valentine,1.5,Control,546.2099571,BR-003
Valentine,1.5,Control,667.5995573,BR-003
BlackFriday,2.9,Control,1559.856695,BR-003
BlackFriday,1.9,Variation1,867.6157287,BR-003
Christmas,3.5,Variation2,307.9501292,BR-003
BlackFriday,1.3,Control,510.405858,BR-003
Valentine,4.9,Control,1056.0072,BR-003
Valentine,1.3,Variation1,825.0259791,BR-003
BlackFriday,2.7,Variation1,1739.643948,BR-003
Christmas,2.5,Control,1112.227478,BR-003
Christmas,2.5,Control,1402.580568,BR-003
Valentine,3.2,Variation2,1017.825363,BR-003
BlackFriday,3.1,Control,-823.7356131,BR-003
BlackFriday,3.7,Variation1,-1051.176219,BR-003
Valentine,2.2,Variation1,1245.030342,BR-003
Normal,1,Control,786.5853251,BR-003
Normal,1,Control,-834.89141,BR-003
BlackFriday,3.5,Variation1,711.8608704,BR-003
Normal,1,Control,389.1012589,BR-003
Normal,1,Variation2,642.7982757,BR-003
Normal,1,Variation1,774.5543343,BR-003
BlackFriday,3.5,Control,361.0226362,BR-003
Valentine,4.6,Control,1407.679495,BR-003
BlackFriday,2.2,Control,1598.899835,BR-003
Valentine,1.4,Variation1,961.3252011,BR-003
BlackFriday,1.1,Variation2,792.991273,BR-003
Christmas,3.5,Control,1065.083065,BR-003
Valentine,1.6,Control,616.9389877,BR-003
Valentine,3.9,Variation1,1547.008537,BR-003
Christmas,4.1,Control,-2035.028221,BR-003
Christmas,4,Control,727.9073152,BR-003
Valentine,4.2,Control,717.1078214,BR-003
Normal,1,Control,872.983348,BR-003
Christmas,2.7,Variation2,2082.309784,BR-003
Normal,1,Control,2118.903234,BR-003
BlackFriday,2.3,Control,465.0630463,BR-003
Normal,1,Variation2,858.5163377,BR-003
Valentine,4.7,Control,1516.678854,BR-003
BlackFriday,1.6,Control,259.5919664,BR-003
Valentine,4.6,Control,-2164.293558,BR-003
BlackFriday,3.4,Control,1384.481127,BR-003
BlackFriday,1.6,Control,1055.86028,BR-003
Valentine,4.9,Control,1902.138722,BR-003
Valentine,2.2,Control,743.9752357,BR-003
BlackFriday,2.4,Variation1,1758.830832,BR-003
Normal,1,Control,702.1494388,BR-003
Valentine,4.5,Control,1137.712438,BR-003
Normal,1,Control,968.4323582,BR-003
BlackFriday,3.8,Variation2,1427.384844,BR-003
Valentine,3.9,Control,1354.284208,BR-003
BlackFriday,3.6,Control,497.1865114,BR-003
Christmas,2.4,Control,1249.728753,BR-003
BlackFriday,1.6,Control,1116.652323,BR-003
Normal,1,Control,338.5973872,BR-003
Normal,1,Variation2,565.2774504,BR-003
Christmas,4.9,Control,1307.474512,BR-003
Christmas,3.7,Variation2,1989.845192,BR-003
Christmas,4.9,Control,496.4375356,BR-003
Normal,1,Control,45.62866897,BR-003
Normal,1,Variation1,281.6428165,BR-003
BlackFriday,1.2,Control,1408.237039,BR-003
Valentine,2.2,Control,2010.178685,BR-003
Normal,1,Variation1,711.6692527,BR-003
Normal,1,Control,1507.174755,BR-003
Valentine,4.5,Variation2,296.4560878,BR-003
Normal,1,Control,1219.841606,BR-003
Valentine,3.8,Variation2,1783.341549,BR-003
BlackFriday,3.9,Control,1103.667044,BR-003
Normal,1,Variation2,426.6909,BR-003
Christmas,2.7,Variation2,420.9961194,BR-003
Normal,1,Variation2,1465.291678,BR-003
Valentine,1.7,Variation2,1265.703755,BR-003
Valentine,4.8,Variation2,1843.515743,BR-003
BlackFriday,2.2,Variation1,725.1436199,BR-003
Christmas,2.3,Variation2,930.0728876,BR-003
Valentine,5,Control,402.5366048,BR-003
Valentine,2,Control,520.9846645,BR-003
BlackFriday,4.7,Variation2,782.0117127,BR-003
Christmas,4.9,Variation2,2084.699151,BR-003
Christmas,3.5,Variation2,1082.451121,BR-003
Valentine,4.1,Variation1,431.6967897,BR-003
Normal,1,Variation1,1156.894792,BR-003
Christmas,2.4,Variation2,1884.820802,BR-003
Valentine,2.9,Control,669.7032533,BR-003
Christmas,3.2,Control,-3100.336816,BR-003
BlackFriday,3.4,Variation1,2817.471389,BR-003
BlackFriday,3.1,Variation1,611.8400864,BR-003
Christmas,4.1,Variation2,561.7290127,BR-003
BlackFriday,3.6,Control,2244.189334,BR-003
Christmas,2.9,Variation2,889.1015055,BR-003
Normal,1,Control,1169.873016,BR-003
Normal,1,Variation1,1226.465978,BR-003
Valentine,3.6,Control,-1187.511392,BR-003
Christmas,2.7,Control,846.0725173,BR-003
Normal,1,Control,1059.516746,BR-003
Christmas,4.3,Variation1,669.3545417,BR-003
Valentine,1.1,Control,551.9713156,BR-003
Christmas,4.2,Control,2252.881768,BR-003
Valentine,1.8,Control,573.9155704,BR-003
Valentine,4.4,Control,1665.662338,BR-003
Valentine,3.5,Control,2884.715629,BR-003
BlackFriday,2.3,Control,-1755.703251,BR-003
BlackFriday,4.4,Variation2,142.2933171,BR-003
Normal,1,Control,445.3445857,BR-003
Christmas,3.9,Control,551.4478554,BR-003
Valentine,3.9,Variation1,1890.442122,BR-003
Christmas,1.1,Control,731.7421881,BR-003
BlackFriday,1.3,Control,28.48847457,BR-003
Christmas,4.4,Control,2800.513668,BR-003
Valentine,1.3,Variation2,2012.133925,BR-003
Valentine,2.8,Control,273.113778,BR-003
Christmas,1.6,Control,1483.235803,BR-003
BlackFriday,2.8,Control,1493.270641,BR-003
Christmas,1.5,Control,360.6490441,BR-003
Valentine,4.8,Variation1,1022.112546,BR-003
Normal,1,Variation1,815.9371677,BR-003
Normal,1,Variation1,897.4022621,BR-003
Valentine,4.5,Control,1681.750849,BR-003
Valentine,5,Control,1821.052661,BR-003
Valentine,3.9,Control,710.8000118,BR-003
Valentine,3.5,Control,736.5051906,BR-003
Christmas,3.7,Control,1087.676472,BR-003
Christmas,2.3,Control,1270.061286,BR-003
Normal,1,Control,1948.407361,BR-003
Valentine,1.1,Control,448.0191012,BR-003
Valentine,1.9,Control,1935.586721,BR-003
Christmas,1.3,Variation2,1823.543459,BR-003
BlackFriday,2.7,Variation2,458.1057919,BR-003
BlackFriday,3.8,Variation1,807.0668268,BR-003
Normal,1,Control,1927.616473,BR-003
Valentine,3.1,Control,1298.942851,BR-003
Normal,1,Control,834.4112444,BR-003
BlackFriday,4.7,Control,1363.190278,BR-003
Christmas,5,Control,1658.155486,BR-003
Valentine,2,Control,1575.982778,BR-003
Normal,1,Control,1345.066728,BR-003
Valentine,1.8,Variation2,772.8519657,BR-003
Normal,1,Control,1170.95069,BR-003
Normal,1,Variation2,201.4777084,BR-003
Valentine,1.2,Variation2,863.2422517,BR-003
Valentine,3.8,Variation2,1927.164264,BR-003
BlackFriday,2,Control,306.8807642,BR-003
Christmas,1.9,Control,786.5953804,BR-003
Valentine,4.9,Control,2470.849379,BR-003
Normal,1,Variation1,1648.89094,BR-003
Normal,1,Control,636.1745095,BR-003
Christmas,3.3,Control,1367.302797,BR-003
Valentine,4.9,Variation1,1964.688977,BR-003
Christmas,2.4,Control,967.1437833,BR-003
Valentine,4.6,Control,796.2477947,BR-003
Normal,1,Control,276.5458532,BR-003
Valentine,4.5,Variation1,860.8722314,BR-003
BlackFriday,3.6,Control,-1740.460306,BR-003
Valentine,4.3,Variation1,-1724.444986,BR-003
BlackFriday,2.1,Control,1726.632787,BR-003
BlackFriday,3.2,Control,543.0105185,BR-003
Normal,1,Control,924.7756288,BR-003
Normal,1,Control,1397.201028,BR-003
Christmas,1.8,Variation2,1682.868245,BR-003
Normal,1,Control,860.5959486,BR-003
Christmas,1,Control,2078.65682,BR-003
BlackFriday,3.4,Variation2,1034.020236,BR-003
BlackFriday,3.3,Control,837.8932529,BR-003
Christmas,1.6,Control,1958.568906,BR-003
Valentine,3.9,Control,1969.321188,BR-003
Valentine,4.6,Variation1,2534.191973,BR-003
BlackFriday,3.4,Variation2,876.5807504,BR-003
BlackFriday,2.7,Control,958.661028,BR-003
Christmas,1.9,Control,1228.855447,BR-003
BlackFriday,3,Control,334.3109903,BR-003
BlackFriday,3,Control,1087.774691,BR-003
BlackFriday,2.7,Control,727.8536076,BR-003
BlackFriday,3.6,Control,538.1094752,BR-003
BlackFriday,1.1,Control,1714.662979,BR-003
Normal,1,Control,1532.143646,BR-003
Christmas,1.3,Variation2,2668.401425,BR-003
Normal,1,Variation2,1008.177936,BR-003
BlackFriday,2.8,Control,1059.723432,BR-003
Christmas,3.9,Variation1,1219.904734,BR-003
BlackFriday,2.5,Variation2,158.1946666,BR-003
Normal,1,Control,851.0446367,BR-003
Valentine,3.5,Control,2046.121017,BR-003
Normal,1,Control,540.7956268,BR-003
Christmas,3.4,Control,1704.438998,BR-003
BlackFriday,1.6,Variation2,1156.59086,BR-003
BlackFriday,3.9,Variation1,955.6699586,BR-003
Christmas,4.1,Control,1670.205423,BR-003
Normal,1,Variation1,838.911252,BR-003
Normal,1,Variation1,1848.50827,BR-003
Normal,1,Variation1,893.2007622,BR-003
Christmas,4.5,Variation2,820.4845273,BR-003
BlackFriday,2.2,Variation1,2502.220244,BR-003
Normal,1,Control,815.254894,BR-003
BlackFriday,4.4,Control,3970.416266,BR-003
Valentine,4,Control,1340.518082,BR-003
Valentine,4.3,Control,1952.898667,BR-003
BlackFriday,4.1,Control,738.3148896,BR-003
BlackFriday,3.6,Variation2,917.7617691,BR-003
Christmas,2.2,Control,592.4738012,BR-003
Normal,1,Control,1143.260282,BR-003
BlackFriday,3.7,Control,435.2905339,BR-003
BlackFriday,2.3,Control,945.3676443,BR-003
Christmas,4,Variation1,771.2051414,BR-003
Normal,1,Variation1,1504.624845,BR-003
Normal,1,Variation2,1050.506643,BR-003
Normal,1,Control,383.8091695,BR-003
Valentine,4.3,Variation2,97.01011499,BR-003
Christmas,2.4,Control,1711.981766,BR-003
BlackFriday,3.1,Control,1036.122941,BR-003
Normal,1,Control,1341.800991,BR-003
Christmas,2.2,Variation1,1255.448064,BR-003
BlackFriday,1.4,Variation1,1963.323794,BR-003
BlackFriday,1.9,Control,1637.990729,BR-003
BlackFriday,3.3,Control,1323.376553,BR-003
Valentine,1.5,Variation2,2327.479377,BR-003
Valentine,3,Control,1532.026509,BR-003
Normal,1,Variation1,-964.6571708,BR-003
Normal,1,Control,1242.366101,BR-003
Normal,1,Control,1730.078186,BR-003
Normal,1,Control,347.2081227,BR-003
Normal,1,Control,911.8498923,BR-003
BlackFriday,1,Variation2,859.5998111,BR-003
Normal,1,Control,982.7030652,BR-003
BlackFriday,4.7,Control,786.8159123,BR-003
Normal,1,Variation1,566.6477616,BR-003
Normal,1,Variation2,1022.259242,BR-003
Valentine,3.8,Variation2,924.3288326,BR-003
Christmas,1.6,Variation1,1445.06246,BR-003
Christmas,4.2,Control,848.0601089,BR-003
Valentine,1.1,Variation1,1308.281144,BR-003
BlackFriday,2.9,Variation2,175.5130459,BR-003
BlackFriday,4,Control,-2351.594003,BR-003
Christmas,3.8,Control,2219.497532,BR-003
Christmas,2.1,Variation1,4.336171189,BR-003
Normal,1,Variation2,1557.581633,BR-003
Normal,1,Variation2,1678.993771,BR-003
Normal,1,Control,1926.309777,BR-003
BlackFriday,3.9,Control,1279.203632,BR-003
Valentine,2.7,Variation1,1117.90416,BR-003
BlackFriday,1.4,Variation1,518.8142488,BR-003
Christmas,3.9,Control,1573.570296,BR-003
BlackFriday,1.5,Control,1122.608056,BR-003
BlackFriday,2.1,Control,2073.966961,BR-003
Normal,1,Control,414.2918332,BR-003
BlackFriday,1.3,Control,739.8529897,BR-003
Christmas,2.5,Variation2,1650.021888,BR-003
Valentine,4,Control,1646.657773,BR-003
Christmas,3.1,Control,1320.914909,BR-003
BlackFriday,1.9,Variation1,1.085138784,BR-003
Christmas,1.3,Control,240.2707305,BR-003
BlackFriday,3.9,Control,1240.455854,BR-003
Normal,1,Control,1777.959023,BR-003
Valentine,2.2,Control,1099.582309,BR-003
Normal,1,Control,2027.634949,BR-003
Valentine,1.4,Variation2,814.800698,BR-003
Valentine,1.8,Variation1,1000.101555,BR-003
Valentine,1.2,Variation2,-2595.537403,BR-003
Christmas,4.1,Variation2,-1734.022782,BR-003
BlackFriday,1.3,Control,1675.311432,BR-003
Christmas,1.5,Variation1,1283.244681,BR-003
Normal,1,Control,1159.043755,BR-003
BlackFriday,3.6,Control,1239.415939,BR-003
Normal,1,Variation1,222.2670717,BR-003
BlackFriday,4.8,Variation1,656.2427025,BR-003
Christmas,1.7,Control,1823.093883,BR-003
Normal,1,Control,1474.212483,BR-003
BlackFriday,1.2,Variation2,1085.616728,BR-003
Valentine,2.5,Variation1,447.3864054,BR-003
BlackFriday,3.2,Variation1,1200.907604,BR-003
BlackFriday,2,Variation2,1465.373618,BR-003
Normal,1,Control,776.4765292,BR-003
Christmas,1.3,Control,1011.714512,BR-003
BlackFriday,2.7,Variation1,1497.252835,BR-003
BlackFriday,3.7,Variation2,1459.364678,BR-003
Valentine,3.6,Control,985.1690709,BR-003
Valentine,4.3,Control,1871.037156,BR-003
Christmas,3.7,Variation2,-1544.349648,BR-003
Christmas,3.5,Control,2443.204703,BR-003
Christmas,1.8,Control,1627.289268,BR-003
Normal,1,Control,1289.462515,BR-003
Valentine,5,Control,545.3531618,BR-003
Valentine,3.2,Variation1,115.337822,BR-003
Christmas,3.6,Control,1507.020782,BR-003
Valentine,4,Control,849.3521878,BR-003
Valentine,2.7,Control,1835.966607,BR-003
Valentine,1.6,Control,1887.766629,BR-003
Valentine,4.6,Variation1,146.1399087,BR-003
Normal,1,Variation1,1459.922373,BR-003
Valentine,3.5,Control,174.8393863,BR-003
Christmas,4.7,Control,1914.724266,BR-003
Christmas,4.4,Variation1,688.517727,BR-003
Valentine,1.2,Variation1,166.6658213,BR-003
BlackFriday,2.2,Control,2545.103139,BR-003
Normal,1,Control,1051.728701,BR-003
Valentine,1.2,Control,1377.090144,BR-003
BlackFriday,2.2,Control,605.944918,BR-003
Normal,1,Variation1,1401.081988,BR-003
BlackFriday,2.4,Control,1126.57535,BR-003
Valentine,4.2,Variation1,649.9576457,BR-003
Normal,1,Control,729.544038,BR-003
Christmas,2.3,Control,2059.008626,BR-003
BlackFriday,3.8,Variation1,1119.159518,BR-003
BlackFriday,1.7,Variation2,1175.504199,BR-003
Christmas,1.7,Control,1345.42357,BR-003
BlackFriday,4.1,Control,1280.960454,BR-003
BlackFriday,1.1,Control,1412.502115,BR-003
Normal,1,Variation1,473.7201193,BR-003
Normal,1,Variation2,594.9089496,BR-003
Christmas,1.1,Control,621.6341293,BR-003
Valentine,3.3,Variation2,994.1685258,BR-003
Christmas,3.7,Variation2,1633.660826,BR-003
Valentine,1.2,Control,232.4664733,BR-003
Valentine,2.6,Control,703.8583987,BR-003
BlackFriday,1,Control,565.7930026,BR-003
Normal,1,Control,696.3639763,BR-003
BlackFriday,3,Control,2072.554857,BR-003
Valentine,1.2,Control,1556.568971,BR-003
Valentine,4.9,Control,1596.455198,BR-003
Valentine,3.5,Control,1329.055445,BR-003
Valentine,1.8,Control,1818.415544,BR-003
Valentine,2.2,Control,1057.534444,BR-003
Normal,1,Variation1,-333.9567668,BR-003
Valentine,4.6,Variation2,1554.418001,BR-003
Valentine,4.1,Variation2,1121.86621,BR-003
Normal,1,Variation2,343.8792429,BR-003
Christmas,3.5,Control,899.4216825,BR-003
BlackFriday,4.7,Control,435.4745399,BR-003
Valentine,3.8,Control,1287.537684,BR-003
Christmas,4.5,Variation1,1130.648575,BR-003
Valentine,4.4,Control,1228.315366,BR-003
BlackFriday,3.6,Control,1406.154123,BR-003
BlackFriday,2.6,Variation1,447.7872817,BR-003
Normal,1,Control,31.74426648,BR-003
BlackFriday,2,Variation2,824.8666666,BR-003
Valentine,4,Control,1670.346145,BR-003
Valentine,2,Control,1837.538021,BR-003
Normal,1,Control,477.532236,BR-003
Normal,1,Control,-1391.483665,BR-003
Valentine,1.7,Control,1921.011514,BR-003
Normal,1,Control,2036.077083,BR-003
Christmas,3.7,Control,1025.052111,BR-003
BlackFriday,2.5,Variation2,1218.458553,BR-003
Normal,1,Control,900.9815377,BR-003
Christmas,3.9,Control,3493.677438,BR-003
Normal,1,Control,2461.115052,BR-003
BlackFriday,2.4,Control,1463.102677,BR-003
Normal,1,Variation2,-1554.130792,BR-003
Valentine,2.6,Variation1,798.4638751,BR-003
BlackFriday,1.6,Variation1,547.3168044,BR-003
BlackFriday,2.4,Variation2,1500.090685,BR-003
Normal,1,Variation2,139.3894233,BR-003
BlackFriday,2.5,Variation2,1558.221541,BR-003
Valentine,2.4,Control,821.6321495,BR-003
Normal,1,Control,1423.086838,BR-003
Valentine,4.3,Variation1,1259.621209,BR-003
Valentine,1.6,Control,1029.438279,BR-003
BlackFriday,1.6,Control,1413.008229,BR-003
Normal,1,Control,1014.41423,BR-003
Valentine,4.4,Control,1371.710786,BR-003
Valentine,1.5,Variation1,1363.170705,BR-003
Normal,1,Control,1319.082685,BR-003
Christmas,1.2,Control,521.3158032,BR-003
Normal,1,Control,244.6182257,BR-003
BlackFriday,1.9,Variation2,1671.641364,BR-003
Valentine,4.3,Control,1744.762996,BR-003
Valentine,2.6,Control,544.7391799,BR-003
BlackFriday,4.6,Variation1,1165.932221,BR-003
Christmas,3.8,Variation1,338.0923823,BR-003
Normal,1,Variation1,1840.122809,BR-003
Christmas,1.4,Control,1643.620127,BR-003
Valentine,2.3,Variation1,1568.393576,BR-003
Valentine,4.8,Control,2135.990273,BR-003
Valentine,1.4,Control,423.862821,BR-003
Christmas,4,Variation2,17.61897419,BR-003
Valentine,3.9,Variation1,1657.032556,BR-003
Christmas,5,Variation1,579.4951899,BR-003
Valentine,4.7,Variation1,1744.504913,BR-003
BlackFriday,4.2,Variation1,2770.357045,BR-003
Valentine,3.1,Control,-998.9872277,BR-003
BlackFriday,4.3,Variation1,2530.378991,BR-003
BlackFriday,2.9,Control,1310.911698,BR-003
Normal,1,Control,1357.789974,BR-003
Valentine,4.7,Control,1846.113498,BR-003
BlackFriday,2.4,Control,-1238.025334,BR-003
Christmas,4.7,Variation2,-1096.55524,BR-003
Normal,1,Variation2,1282.47451,BR-003
Valentine,1.4,Control,1386.21682,BR-003
BlackFriday,4.2,Control,2170.207768,BR-003
BlackFriday,1.9,Control,1060.541131,BR-003
Normal,1,Control,1365.731685,BR-003
Christmas,2.5,Control,1744.924735,BR-003
BlackFriday,4.2,Control,1390.506085,BR-003
Normal,1,Control,1585.918255,BR-003
Christmas,1.8,Control,1255.926643,BR-003
BlackFriday,2.8,Variation1,1524.980408,BR-003
Valentine,1.5,Control,1257.977103,BR-003
BlackFriday,1.7,Variation1,-2186.503489,BR-003
Normal,1,Control,376.5285702,BR-003
Valentine,1.3,Control,582.5888647,BR-003
Valentine,1.8,Variation1,705.7898146,BR-003
Christmas,3.9,Control,1495.880739,BR-003
Valentine,1.9,Control,1906.277153,BR-003
BlackFriday,4,Control,395.1715277,BR-003
Normal,1,Variation2,1043.675639,BR-003
Christmas,1.1,Variation1,1828.365137,BR-003
Normal,1,Control,1358.014477,BR-003
Valentine,4.1,Variation1,271.7963776,BR-003
Christmas,2.7,Control,107.2544617,BR-003
Christmas,4.6,Variation2,1051.863818,BR-003
Normal,1,Control,841.8387361,BR-003
Christmas,3.7,Control,321.7223476,BR-003
Normal,1,Control,1830.819769,BR-003
BlackFriday,2.3,Variation2,396.7741042,BR-003
Valentine,3.2,Control,1065.916722,BR-003
Christmas,4.1,Control,750.3751152,BR-003
Valentine,1.1,Control,2001.442924,BR-003
BlackFriday,3,Control,1985.222138,BR-003
Valentine,4.7,Variation2,1672.049977,BR-003
Christmas,4,Control,1506.583885,BR-003
Normal,1,Control,1176.529139,BR-003
Christmas,3.8,Control,1237.660979,BR-003
Normal,1,Variation1,809.6358898,BR-003
Christmas,1.8,Variation2,791.7209148,BR-003
BlackFriday,2.7,Control,1852.355921,BR-003
BlackFriday,2.9,Control,313.0360784,BR-003
Normal,1,Variation2,1710.886079,BR-003
Christmas,1.7,Variation1,1153.00963,BR-003
Christmas,1.1,Control,808.4640002,BR-003
BlackFriday,2.4,Control,2407.910357,BR-003
Valentine,1.5,Control,-977.1565424,BR-003
Normal,1,Control,834.3102075,BR-003
Valentine,4.4,Variation2,1668.750926,BR-003
Christmas,1.5,Variation1,140.2161052,BR-003
Normal,1,Control,1024.706653,BR-003
BlackFriday,2.5,Control,1503.666898,BR-003
Christmas,3.5,Variation2,1322.087139,BR-003
Valentine,2.4,Control,1558.683829,BR-003
BlackFriday,3.4,Variation1,1074.080907,BR-003
Christmas,3.4,Variation1,2404.7071,BR-003
Valentine,4.2,Control,-1790.0567,BR-003
BlackFriday,2.4,Control,629.5839429,BR-003
Christmas,3.1,Control,2085.845685,BR-003
BlackFriday,2.9,Control,1373.372615,BR-003
Christmas,2.5,Control,1370.858281,BR-003
Valentine,2.7,Control,2300.152884,BR-004
Valentine,4.9,Variation1,1499.482828,BR-004
Valentine,1.7,Control,-1426.485441,BR-004
Christmas,3.6,Variation2,1514.997893,BR-004
Normal,1,Variation2,954.9372033,BR-004
Valentine,1.5,Variation1,1011.565528,BR-004
Normal,1,Control,661.6183783,BR-004
Christmas,3.9,Control,1561.039629,BR-004
Christmas,1.8,Control,1144.715419,BR-004
BlackFriday,4.1,Variation2,2604.517414,BR-004
Normal,1,Variation2,1092.503424,BR-004
Christmas,2.1,Variation1,1002.577231,BR-004
Valentine,4.6,Variation1,-2936.560025,BR-004
Normal,1,Variation2,341.2203799,BR-004
Normal,1,Variation1,1354.394184,BR-004
BlackFriday,4.9,Control,1173.080077,BR-004
Normal,1,Control,311.8787378,BR-004
Valentine,4.9,Variation2,2550.100743,BR-004
Normal,1,Control,646.0757863,BR-004
Christmas,4.9,Control,2070.707842,BR-004
BlackFriday,1.5,Control,838.4858761,BR-004
Valentine,2.8,Variation2,2177.40091,BR-004
BlackFriday,1.9,Control,1709.669539,BR-004
BlackFriday,4.7,Control,2140.740344,BR-004
Christmas,3.2,Control,1063.998652,BR-004
Normal,1,Variation2,630.1079924,BR-004
Christmas,4.4,Variation1,1029.463716,BR-004
Christmas,4,Control,1412.406938,BR-004
Normal,1,Control,1426.830996,BR-004
Christmas,1.4,Variation1,1224.429479,BR-004
BlackFriday,3.3,Variation2,1463.389837,BR-004
BlackFriday,2.3,Control,1372.713636,BR-004
BlackFriday,3.2,Control,1171.104462,BR-004
Valentine,2.5,Variation1,850.6595969,BR-004
Christmas,4.1,Control,2167.720618,BR-004
Christmas,3.2,Control,2225.488727,BR-004
Normal,1,Control,1322.554005,BR-004
BlackFriday,3.1,Variation1,23.72781728,BR-004
Valentine,2.2,Control,535.1694635,BR-004
Valentine,4.2,Control,848.880584,BR-004
Valentine,2.9,Variation2,1953.03567,BR-004
Valentine,2.1,Variation1,2216.709277,BR-004
Normal,1,Control,1001.684307,BR-004
Christmas,3.7,Control,1517.441037,BR-004
Valentine,2.2,Control,-798.4192844,BR-004
BlackFriday,2.7,Control,398.310287,BR-004
BlackFriday,4,Control,1734.742512,BR-004
Christmas,4.2,Control,-1517.620036,BR-004
Normal,1,Variation1,1011.899843,BR-004
Normal,1,Variation2,1362.302674,BR-004
Christmas,3.4,Variation2,677.0313083,BR-004
Christmas,2.2,Variation2,2851.296312,BR-004
Valentine,3.3,Variation1,732.0810638,BR-004
Christmas,2.2,Variation2,1784.343193,BR-004
Normal,1,Control,1330.566041,BR-004
Valentine,1.7,Control,1815.96375,BR-004
BlackFriday,4.7,Variation2,1285.540503,BR-004
Normal,1,Variation2,2488.513834,BR-004
Valentine,1.6,Variation2,1212.948078,BR-004
BlackFriday,4.3,Control,1089.126872,BR-004
Normal,1,Control,618.2803262,BR-004
Valentine,4,Control,685.7838326,BR-004
Valentine,3.3,Variation2,1363.067583,BR-004
Valentine,4.8,Control,1701.527232,BR-004
Normal,1,Variation2,375.4220843,BR-004
BlackFriday,1.1,Control,1131.596172,BR-004
BlackFriday,1.6,Control,1356.603928,BR-004
Valentine,1.2,Control,838.1870063,BR-004
Valentine,1.2,Variation2,1251.160494,BR-004
BlackFriday,3.4,Control,1441.976811,BR-004
BlackFriday,2.8,Control,1241.377629,BR-004
BlackFriday,2.6,Variation2,2431.63274,BR-004
Christmas,1.9,Control,1087.099823,BR-004
Valentine,2.6,Control,466.9858339,BR-004
Christmas,1.7,Variation2,899.8790145,BR-004
Valentine,1.1,Control,810.0025388,BR-004
Valentine,3.4,Control,963.5646258,BR-004
Christmas,4.4,Variation2,240.9972821,BR-004
BlackFriday,4.8,Control,-618.0240912,BR-004
Christmas,3.2,Variation2,1044.120352,BR-004
BlackFriday,3.1,Control,396.2200394,BR-004
Christmas,4.5,Control,1471.001455,BR-004
Valentine,1.9,Control,1416.544916,BR-004
Normal,1,Variation2,896.9887045,BR-004
Normal,1,Variation2,1327.778064,BR-004
Valentine,3,Control,644.2178889,BR-004
Valentine,4,Control,390.8388151,BR-004
Christmas,3.9,Control,1782.284844,BR-004
Normal,1,Control,-302.9095642,BR-004
Normal,1,Control,1151.415216,BR-004
Normal,1,Control,1220.110421,BR-004
Valentine,3.7,Control,1876.091777,BR-004
Christmas,4.1,Variation1,689.1183037,BR-004
BlackFriday,4.3,Variation2,956.3548893,BR-004
BlackFriday,3.3,Variation1,53.53421248,BR-004
BlackFriday,4.2,Variation2,867.797252,BR-004
Christmas,4.9,Variation1,1400.462619,BR-004
Normal,1,Variation2,1982.341878,BR-004
Normal,1,Variation1,40.06961782,BR-004
Valentine,3.5,Control,1637.788684,BR-004
BlackFriday,2.1,Control,1019.162619,BR-004
Normal,1,Variation2,1065.29584,BR-004
Christmas,2.3,Control,145.5238438,BR-004
BlackFriday,3,Control,688.1990281,BR-004
BlackFriday,4.7,Variation2,2411.810456,BR-004
Valentine,2.7,Control,1820.61384,BR-004
BlackFriday,1.2,Variation2,617.1043104,BR-004
Normal,1,Control,523.6751651,BR-004
Valentine,1,Control,1040.647975,BR-004
Normal,1,Variation2,1110.814434,BR-004
BlackFriday,3.9,Variation1,2542.281888,BR-004
Valentine,3.9,Variation2,1492.333332,BR-004
Valentine,1.8,Variation2,1543.04253,BR-004
Valentine,4.4,Control,-1152.655091,BR-004
Normal,1,Control,1723.302821,BR-004
Normal,1,Variation2,661.9050074,BR-004
Normal,1,Variation1,1536.244026,BR-004
Christmas,3.9,Variation1,2998.564295,BR-004
Normal,1,Control,1811.646363,BR-004
Normal,1,Variation1,1586.810778,BR-004
Normal,1,Control,1749.136689,BR-004
Christmas,2.9,Variation2,1341.191473,BR-004
BlackFriday,2.9,Control,1555.632656,BR-004
Valentine,1.1,Variation2,1257.566681,BR-004
Christmas,4,Control,1929.463757,BR-004
Christmas,4,Variation1,1813.713717,BR-004
BlackFriday,2.3,Control,1850.225757,BR-004
Normal,1,Control,590.5015126,BR-004
BlackFriday,2.2,Control,990.2125867,BR-004
